id,time_taken
27414,"[datetime.timedelta(seconds=85, microseconds=214243), datetime.timedelta(seconds=89, microseconds=378068), datetime.timedelta(seconds=239, microseconds=49940), datetime.timedelta(seconds=158, microseconds=273992)]"
27381,[]
27395,[]
27399,[]
27464,"[datetime.timedelta(seconds=111, microseconds=469008)]"
27484,"[datetime.timedelta(seconds=385, microseconds=274037), datetime.timedelta(seconds=70, microseconds=181026), datetime.timedelta(seconds=17, microseconds=301722), datetime.timedelta(seconds=9, microseconds=357688), datetime.timedelta(seconds=149, microseconds=353340), datetime.timedelta(seconds=3, microseconds=52985)]"
27506,"[datetime.timedelta(seconds=124, microseconds=600941), datetime.timedelta(seconds=6, microseconds=225246)]"
27510,[]
27526,[]
27547,[]
27552,"[datetime.timedelta(seconds=251, microseconds=668405), datetime.timedelta(seconds=98, microseconds=356739), datetime.timedelta(seconds=26, microseconds=35995), datetime.timedelta(seconds=130, microseconds=892823)]"
27583,"[datetime.timedelta(seconds=13, microseconds=651235), datetime.timedelta(seconds=14, microseconds=533905), datetime.timedelta(seconds=6, microseconds=552742), datetime.timedelta(seconds=36, microseconds=934042)]"
27587,[]
27597,[]
27603,"[datetime.timedelta(seconds=58, microseconds=936097), datetime.timedelta(seconds=96, microseconds=497507)]"
27638,[]
27634,[]
27697,"[datetime.timedelta(seconds=277, microseconds=59087), datetime.timedelta(seconds=230, microseconds=647819), datetime.timedelta(seconds=9, microseconds=17097), datetime.timedelta(seconds=587, microseconds=844349), datetime.timedelta(seconds=13, microseconds=95495), datetime.timedelta(seconds=544, microseconds=189428), datetime.timedelta(seconds=138, microseconds=982944)]"
27730,"[datetime.timedelta(seconds=392, microseconds=830869), datetime.timedelta(seconds=56, microseconds=762339), datetime.timedelta(seconds=8, microseconds=293788), datetime.timedelta(seconds=137, microseconds=827218), datetime.timedelta(seconds=27, microseconds=91433), datetime.timedelta(seconds=27, microseconds=606987), datetime.timedelta(seconds=27, microseconds=140057)]"
27755,[]
27768,"[datetime.timedelta(seconds=108, microseconds=247635)]"
27774,"[datetime.timedelta(seconds=12, microseconds=971133)]"
27776,[]
27804,[]
27811,[]
27824,"[datetime.timedelta(seconds=7, microseconds=595193)]"
27830,[]
27864,[]
27888,[]
27845,"[datetime.timedelta(seconds=51, microseconds=782750)]"
27846,[]
28582,[]
27949,[]
27961,[]
27963,[]
28007,[]
27979,[]
28002,[]
28008,[]
28068,[]
28099,"[datetime.timedelta(seconds=16, microseconds=155140)]"
28086,[]
28202,"[datetime.timedelta(seconds=47, microseconds=918013), datetime.timedelta(seconds=91, microseconds=780528), datetime.timedelta(seconds=240, microseconds=172197)]"
28215,[]
28209,[]
28214,[]
28221,[]
28229,[]
28239,[]
